GENE	CHR	START	END
AL135744.1	14	21384291	21384920
CHD8	14	21385193	21456126
RAB2B	14	21459019	21476960
TOX4	14	21476596	21499175
METTL3	14	21498132	21511342
SALL2	14	21521079	21537216
AL161747.2	14	21521082	21522660
OR10G3	14	21568519	21580076
TRAV1-1	14	21621837	21622567
OR10G2	14	21633835	21634940
TRAV1-2	14	21642888	21643578
OR4E2	14	21653834	21667642
OR4E1	14	21667939	21673818
TRAV2	14	21712320	21712843
AC243972.1	14	21714794	21716262
TRAV3	14	21723712	21724321
TRAV4	14	21736151	21736982
TRAV5	14	21749177	21749705
TRAV6	14	21768488	21769080
TRAV7	14	21782992	21783503
TRAV8-1	14	21797286	21797886
TRAV9-1	14	21811501	21811977
TRAV10	14	21825471	21826075
TRAV11	14	21829538	21830070
TRAV12-1	14	21841239	21841774
TRAV8-2	14	21846536	21847221
TRAV8-3	14	21852557	21853006
TRAV13-1	14	21868838	21869365
TRAV12-2	14	21887856	21888502
TRAV8-4	14	21894432	21895030
TRAV8-5	14	21903076	21904598
TRAV13-2	14	21918187	21918756
TRAV14DV4	14	21924062	21924651
TRAV9-2	14	21941127	21941657
TRAV15	14	21950405	21950654
TRAV12-3	14	21965450	21966061
TRAV8-6	14	21978458	21979120
TRAV16	14	21990495	21990938
TRAV17	14	21997538	21998168
TRAV18	14	22003105	22003673
TRAV19	14	22007511	22008181
TRAV20	14	22040593	22041153
TRAV21	14	22052513	22053056
TRAV22	14	22070556	22071208
TRAV23DV6	14	22086406	22086961
TRDV1	14	22096031	22096619
TRAV24	14	22105342	22105846
TRAV25	14	22112346	22113031
TRAV26-1	14	22123317	22124285
TRAV8-7	14	22132552	22133034
TRAV27	14	22147994	22148633
TRAV28	14	22155078	22155638
TRAV29DV5	14	22163237	22163870
TRAV30	14	22168428	22168988
TRAV31	14	22177272	22177864
TRAV32	14	22185561	22186057
TRAV33	14	22190157	22190713
AC244502.1	14	22197445	22482959
TRAV26-2	14	22202582	22203368
TRAV34	14	22207521	22208129
TRAV35	14	22221895	22222475
TRAV36DV7	14	22226745	22227254
TRAV37	14	22265748	22266264
TRAV38-1	14	22271967	22272563
TRAV38-2DV8	14	22281104	22281748
TRAV39	14	22304053	22304553
TRAV40	14	22314489	22314919
TRAV41	14	22320187	22320691
AC244502.3	14	22415361	22418657
TRDV2	14	22422370	22423042
TRDD1	14	22438546	22438554
TRDD2	14	22439006	22439015
TRDD3	14	22449112	22449125
TRDJ1	14	22450088	22450139
TRDJ4	14	22455248	22455296
TRDJ2	14	22456688	22456742
TRDJ3	14	22459097	22459156
TRDC	14	22462931	22465787
TRDV3	14	22469040	22469698
TRAJ61	14	22475315	22475375
TRAJ60	14	22476305	22476362
TRAJ59	14	22476552	22476606
TRAJ58	14	22477706	22477769
TRAJ57	14	22478871	22478934
TRAJ56	14	22479520	22479582
TRAJ55	14	22481696	22481753
TRAJ54	14	22482286	22482346
TRAJ53	14	22483003	22483069
TRAJ52	14	22486227	22486296
TRAJ51	14	22487182	22487245
TRAJ50	14	22488592	22488652
TRAJ49	14	22489487	22489543
TRAJ48	14	22490490	22490553
TRAJ47	14	22492850	22492907
TRAJ46	14	22493402	22493465
TRAJ45	14	22493924	22493990
TRAJ44	14	22494820	22494883
TRAJ43	14	22495912	22495966
TRAJ42	14	22496886	22496952
TRAJ41	14	22497656	22497718
TRAJ40	14	22499688	22499749
TRAJ39	14	22501600	22501663
TRAJ38	14	22502230	22502292
TRAJ37	14	22503749	22503814
TRAJ36	14	22505109	22505167
TRAJ35	14	22506643	22506702
TRAJ34	14	22507665	22507723
TRAJ33	14	22508601	22508658
TRAJ32	14	22509340	22509406
TRAJ31	14	22510967	22511024
TRAJ30	14	22512851	22512908
TRAJ29	14	22513938	22513998
TRAJ28	14	22515622	22515688
TRAJ27	14	22516272	22516331
TRAJ26	14	22518445	22518505
TRAJ25	14	22518811	22518871
TRAJ24	14	22519968	22520031
TRAJ23	14	22520415	22520478
TRAJ22	14	22522039	22522102
TRAJ21	14	22523599	22523654
TRAJ20	14	22524324	22524381
TRAJ19	14	22525262	22525322
TRAJ18	14	22525649	22525715
TRAJ17	14	22526843	22526906
TRAJ16	14	22528526	22528586
TRAJ14	14	22530326	22530378
TRAJ13	14	22531075	22531138
TRAJ12	14	22531938	22531998
TRAJ11	14	22532501	22532561
TRAJ10	14	22533496	22533560
TRAJ9	14	22535553	22535614
TRAJ8	14	22536144	22536204
TRAJ7	14	22537621	22537680
TRAJ6	14	22539072	22539134
TRAJ5	14	22540246	22540306
TRAJ4	14	22542198	22542261
TRAJ3	14	22543178	22543240
TRAJ2	14	22544070	22544136
TRAJ1	14	22545036	22545098
TRAC	14	22547505	22552156
LINC02332	14	22556310	22557062
AC243965.1	14	22556639	22559037
DAD1	14	22564906	22589224
AC243965.2	14	22595807	22598946
ABHD4	14	22598236	22613215
OR6J1	14	22630928	22644352
AL160314.2	14	22701475	22766562
OXA1L	14	22766521	22773042
SLC7A7	14	22773221	22829820
MRPL52	14	22829878	22835037
MMP14	14	22836559	22849027
LRP10	14	22871739	22881713
REM2	14	22883221	22887678
RBM23	14	22893203	22919182
PRMT5-AS1	14	22918946	22926900
PRMT5	14	22920524	22929408
AL132780.1	14	22929606	22956374
HAUS4	14	22946227	22957161
AJUBA	14	22971176	22982551
AL132780.2	14	22982697	22999078
C14orf93	14	22985893	23010166
PSMB5	14	23016542	23035230
PSMB11	14	23042211	23044060
CDH24	14	23047061	23057538
ACIN1	14	23058563	23095614
C14orf119	14	23095504	23100456
LMLN2	14	23099061	23104989
CEBPE	14	23117303	23119616
SLC7A8	14	23125294	23183674
RNF212B	14	23185315	23273477
HOMEZ	14	23272421	23299447
PPP1R3E	14	23295651	23302859
BCL2L2	14	23298789	23311759
BCL2L2-PABPN1	14	23306834	23325369
PABPN1	14	23321288	23326185
SLC22A17	14	23346305	23352912
EFS	14	23356402	23365752
AL049829.2	14	23356405	23357003
IL25	14	23372808	23376403
CMTM5	14	23376772	23379772
MYH6	14	23381981	23408273
MYH7	14	23412739	23435660
AL132855.1	14	23415338	23415686
NGDN	14	23469688	23509862
ZFHX2-AS1	14	23511759	23560778
ZFHX2	14	23520856	23556192
AL135999.2	14	23530681	23532367
THTPA	14	23555987	23560271
AP1G2	14	23559564	23568070
AL135999.1	14	23561096	23568073
JPH4	14	23568034	23578790
AL135999.3	14	23619200	23620012
DHRS2	14	23630114	23645639
AL160237.1	14	23699796	23729757
AL136419.2	14	23875937	23882428
LINC00596	14	23922246	23934568
DHRS4-AS1	14	23938218	24052555
DHRS4	14	23953733	23969279
DHRS4L2	14	23969873	24006408
AL136419.3	14	24007184	24027782
CARMIL3	14	24052008	24069729
CPNE6	14	24070836	24078100
NRL	14	24080106	24115014
PCK2	14	24094052	24110598
DCAF11	14	24114194	24125242
FITM1	14	24131274	24132849
PSME1	14	24136162	24138967
EMC9	14	24138958	24141591
AL136295.2	14	24139444	24140444
PSME2	14	24143361	24147570
RNF31	14	24146682	24160660
IRF9	14	24161264	24166565
REC8	14	24171852	24180257
IPO4	14	24180218	24188869
AL136295.17	14	24188913	24193106
TM9SF1	14	24189148	24195687
AL136295.6	14	24198432	24199090
AL136295.7	14	24201611	24202811
TSSK4	14	24205695	24208362
CHMP4A	14	24209582	24213869
MDP1	14	24213942	24216070
NEDD8	14	24216856	24232367
GMPR2	14	24232421	24239242
TINF2	14	24239642	24242674
TGM1	14	24249113	24264432
RABGGTA	14	24265537	24271739
AL096870.8	14	24271212	24298846
AL096870.6	14	24271725	24279089
DHRS1	14	24290597	24299780
NOP9	14	24299849	24309124
CIDEB	14	24305095	24311430
LTB4R2	14	24305733	24312053
LTB4R	14	24311449	24318036
ADCY4	14	24318348	24335093
RIPK3	14	24336024	24340022
NFATC4	14	24365672	24379604
NYNRIN	14	24399002	24419283
CBLN3	14	24426544	24430954
KHNYN	14	24429285	24441843
SDR39U1	14	24439765	24442905
AL132800.1	14	24443015	24508688
CMA1	14	24505352	24508265
CTSG	14	24573517	24576250
AL136018.1	14	24595722	24657774
GZMH	14	24606479	24609699
GZMB	14	24630953	24634267
STXBP6	14	24809655	25050297
AL161663.2	14	24818384	24820157
AL161663.1	14	24861171	24865978
LINC02286	14	25124466	25156314
LINC02306	14	25647303	26143305
AL132633.1	14	25916014	25998805
NOVA1	14	26443089	26598033
AL079343.1	14	26592746	26594517
LINC02588	14	26598368	26806467
AL110292.1	14	26599754	27295516
LINC02294	14	26775494	26822107
LINC02293	14	26809339	26836458
AL132718.1	14	26831400	26873036
MIR4307HG	14	26873091	26918594
LINC00645	14	27612576	27639636
AL139023.1	14	28318140	28418612
LINC02300	14	28592222	28613623
FOXG1-AS1	14	28726674	28765292
FOXG1	14	28760329	28770277
LINC01551	14	28771675	28823817
LINC02282	14	28782908	28785798
LINC02281	14	28800083	28830204
LINC02327	14	28829880	28968400
LINC02326	14	28875403	29064993
AL135878.1	14	28936888	29372406
AL133166.1	14	29210985	29392048
AL158058.1	14	29390073	29436412
AL158058.2	14	29415855	29500460
PRKD1	14	29576478	30191898
AL356756.1	14	29652808	29657916
AL355053.1	14	29928444	29932756
AL133372.3	14	29940744	29980212
AL133372.2	14	29952396	30297043
G2E3-AS1	14	30437991	30573629
G2E3	14	30559157	30620064
SCFD1	14	30622310	30735850
AL121852.1	14	30734925	30822702
COCH	14	30874513	30895065
AL049830.3	14	30876178	30889808
STRN3	14	30893798	31026401
AP4S1	14	31025105	31130996
HECTD1	14	31100111	31207804
AL136418.1	14	31248627	31302739
HEATR5A	14	31291787	31420550
AL139353.2	14	31420285	31452883
DTD2	14	31446035	31457506
GPR33	14	31482874	31488039
NUBPL	14	31489955	31861224
AL163973.3	14	31553357	31558498
AL163973.2	14	31558506	31561334
AL355112.1	14	31925800	31930146
LINC02313	14	31944852	31950382
AL352984.1	14	32006901	32018685
ARHGAP5-AS1	14	32074945	32076793
ARHGAP5	14	32076113	32159728
AL161665.1	14	32149175	32158008
AL161665.2	14	32200432	32201736
AKAP6	14	32329297	32837684
AL136298.1	14	32373336	32417974
NPAS3	14	32934932	33804176
AL161851.1	14	33597056	33600989
AL161851.2	14	33677359	33682886
EGLN3	14	33924226	34462774
EGLN3-AS1	14	34040096	34059300
SPTSSA	14	34432787	34462240
EAPP	14	34515937	34539711
AL445363.1	14	34541739	34546329
AL445363.2	14	34556773	34561298
SNX6	14	34561092	34630160
CFL2	14	34709112	34714823
BAZ1A	14	34752730	34875647
AL121603.2	14	34874342	34876459
SRP54	14	34981956	35029567
FAM177A1	14	35044906	35113130
PPP2R3C	14	35085466	35122517
PRORP	14	35121845	35277622
PSMA6	14	35278632	35317493
AL133163.2	14	35362231	35363628
NFKBIA	14	35401510	35404749
AL133163.3	14	35447002	35447625
INSM2	14	35534163	35537054
RALGAPA1	14	35538351	35809304
AL162311.3	14	35819223	35826765
BRMS1L	14	35826337	35932325
AL162311.1	14	35873856	35875303
AL133304.3	14	35897935	36068261
AL133304.1	14	35947555	35950044
AL133304.2	14	36061025	36067190
LINC00609	14	36070426	36165288
PTCSC3	14	36136107	36176468
AL162511.1	14	36213199	36235608
MBIP	14	36298563	36320637
AL132857.1	14	36320752	36656163
SFTA3	14	36473287	36513829
NKX2-1	14	36516391	36521149
NKX2-1-AS1	14	36519277	36523016
NKX2-8	14	36580003	36582614
AL079303.1	14	36647082	36658801
PAX9	14	36657567	36679715
SLC25A21	14	36677920	37172606
AL162464.2	14	36788643	36807163
AL162464.1	14	36808870	36828729
AL079304.1	14	37097061	37098563
SLC25A21-AS1	14	37171887	37173811
MIPOL1	14	37197912	37552361
AL121790.2	14	37556157	37567095
AL121790.1	14	37564046	37579125
FOXA1	14	37589551	37596059
TTC6	14	37595846	38041442
LINC00517	14	37896059	37902372
AL359233.1	14	38003112	38004847
AL392023.2	14	38034286	38194281
AL392023.1	14	38190982	38202923
SSTR1	14	38207903	38213067
CLEC14A	14	38253999	38256093
AL355835.1	14	38256201	38371338
LINC00639	14	38738154	38948273
SEC23A	14	39031918	39109646
SEC23A-AS1	14	39103139	39103812
GEMIN2	14	39114222	39136973
TRAPPC6B	14	39147810	39170532
AL109628.2	14	39147832	39151363
AL132639.3	14	39174884	39175880
PNN	14	39175182	39183220
MIA2	14	39230230	39388513
AL132639.2	14	39265702	39267061
FBXO33	14	39397668	39432500
AL049828.1	14	39432598	40390547
AL049828.2	14	40267282	40348331
AL390800.1	14	40630005	40905513
LINC02315	14	40954692	41149309
AL121821.2	14	41583656	41604988
LRFN5	14	41607569	41904549
AL445074.1	14	42259730	42268586
AL442163.1	14	42362982	42703655
AL450442.1	14	42412572	42528888
AL583809.1	14	43308647	43314803
LINC02307	14	43990538	44386064
AL161752.1	14	44392530	44393716
LINC02277	14	44444746	44480626
FSCB	14	44504148	44507283
AL356022.1	14	44507384	44567467
LINC02302	14	44763152	44782829
AL049870.2	14	44876873	44897077
C14orf28	14	44897274	44907257
AL049870.3	14	44898907	44911863
KLHL28	14	44924318	45042322
TOGARAM1	14	44962189	45074431
AL121809.2	14	45079848	45080189
AL121809.1	14	45083044	45083977
PRPF39	14	45084106	45116282
FKBP3	14	45115598	45135319
FANCM	14	45135929	45200890
MIS18BP1	14	45203189	45253540
AL162632.3	14	45369214	45370839
AL162632.1	14	45377267	45389286
AL139354.1	14	45567994	45569069
LINC02303	14	45706249	45715952
LINC00871	14	45891086	46501903
RPL10L	14	46651009	46651781
MDGA2	14	46840091	47675605
LINC00648	14	47764953	47795302
AL512358.1	14	48194173	48228216
AL512358.2	14	48262020	48265609
AL358335.2	14	48394814	48491767
AL110505.1	14	49057712	49077505
RPS29	14	49570983	49599164
LRR1	14	49598760	49614672
RPL36AL	14	49618529	49620626
MGAT2	14	49620798	49623481
AL139099.1	14	49620814	49623480
DNAAF2	14	49625173	49635230
AL139099.2	14	49629290	49629890
POLE2	14	49643554	49688422
KLHDC1	14	49693104	49753150
AL591767.1	14	49707666	49708792
KLHDC2	14	49768129	49786385
NEMF	14	49782082	49852821
AL627171.2	14	49861175	49864326
AL627171.1	14	49863071	49864379
ARF6	14	49893081	49897054
LINC01588	14	49927570	50105043
VCPKMT	14	50108631	50116600
SOS2	14	50117129	50231578
L2HGDH	14	50237562	50312229
DMAC2L	14	50312323	50335558
AL359397.2	14	50326525	50327909
CDKL1	14	50329403	50416461
AL359397.1	14	50397012	50398345
MAP4K5	14	50418500	50561126
AL118556.1	14	50448806	50456742
ATL1	14	50532508	50633068
SAV1	14	50632057	50668306
AL606834.1	14	50662510	50663178
NIN	14	50719762	50831121
AL606834.2	14	50723776	50724272
AL133485.2	14	50821879	50823501
AL133485.3	14	50831961	50838100
AL358334.1	14	50848121	50865659
PYGL	14	50857890	50944483
ABHD12B	14	50872052	50904970
AL358334.3	14	50912225	50913358
AL358334.2	14	50956258	50962002
TRIM9	14	50975261	51096061
AL358334.4	14	51022966	51031032
AL591770.1	14	51088956	51091288
TMX1	14	51240161	51257655
LINC00519	14	51304107	51331918
LINC00640	14	51333067	51365557
AL358332.1	14	51344913	51385603
LINC02310	14	51392127	51397135
FRMD6-AS2	14	51454511	51599952
FRMD6	14	51489099	51730727
AL122125.1	14	51637347	51637947
FRMD6-AS1	14	51649515	51651744
AL079307.2	14	51750559	51763114
AL079307.1	14	51765275	51825422
GNG2	14	51826194	51979342
AL358333.2	14	51916144	51918571
AL358333.3	14	51967002	51969800
AL358333.1	14	51982519	51987219
RTRAF	14	51989513	52010694
NID2	14	52004802	52069228
LINC02319	14	52111121	52129625
PTGDR	14	52267697	52276724
PTGER2	14	52314304	52328598
TXNDC16	14	52430595	52552522
GPR137C	14	52552835	52637713
ERO1A	14	52639914	52695900
AL133453.1	14	52640838	52641566
PSMC6	14	52707177	52728590
STYX	14	52730165	52774989
GNPNAT1	14	52775192	52791668
AL139317.3	14	52775236	52777740
AL139317.5	14	52791755	52930185
AL139317.1	14	52792874	52820034
FERMT2	14	52857267	52952435
AL352979.4	14	52951431	52952864
DDHD1	14	53036744	53153282
AL352979.2	14	53036754	53038251
AL356020.1	14	53153353	53157528
AL365295.1	14	53169009	53883740
AL365295.2	14	53364145	53392048
AL163953.1	14	53599831	53614026
LINC02331	14	53685138	53850882
BMP4	14	53949735	53958761
AL138479.2	14	53954670	53962234
CDKN3	14	54396848	54420218
CNIH1	14	54423560	54441391
AL359792.1	14	54470708	54471218
GMFB	14	54474483	54489026
CGRRF1	14	54509811	54539292
SAMD4A	14	54567096	54793315
AL133444.1	14	54684752	54687918
GCH1	14	54842007	54902826
WDHD1	14	54938948	55027105
SOCS4	14	55027229	55049489
MAPK1IP1L	14	55051646	55070194
LGALS3	14	55124109	55145423
DLGAP5	14	55148111	55191608
AL139316.1	14	55196726	55199013
AL158801.2	14	55262221	55272075
FBXO34	14	55271420	55361918
AL158801.3	14	55325833	55339501
ATG14	14	55366391	55411858
TBPL2	14	55413540	55456726
KTN1-AS1	14	55496785	55580888
KTN1	14	55559071	55701526
AL355773.1	14	55748207	55773203
LINC00520	14	55781131	55796731
AL163952.1	14	55896442	55962970
AL138995.1	14	56117315	56117990
PELI2	14	56117813	56301524
AL355073.1	14	56303489	56310761
AL355073.2	14	56305837	56306394
LINC02284	14	56310879	56427032
TMEM260	14	56488353	56650606
AL355103.1	14	56514330	56551309
AL161757.2	14	56633243	56648658
AL161757.5	14	56648964	56730535
AL161757.3	14	56759378	56765757
OTX2	14	56799904	56816693
OTX2-AS1	14	56813182	57152177
AL161757.4	14	56817569	56893710
AL137100.3	14	56951007	57060715
AL391152.1	14	57066259	57112660
EXOC5	14	57200506	57268905
AP5M1	14	57268923	57298742
AL355834.2	14	57335202	57344724
AL355834.1	14	57355445	57359410
NAA30	14	57390543	57415906
CCDC198	14	57469300	57493867
SLC35F4	14	57563919	57982194
AL161804.1	14	57578408	57600404
AL049838.1	14	57993544	57994525
ARMH4	14	57999734	58298139
ACTR10	14	58200079	58235636
PSMA3	14	58244842	58272012
AL132989.1	14	58264661	58269681
PSMA3-AS1	14	58265364	58298134
AL132989.2	14	58288032	58289158
ARID4A	14	58298503	58373887
AL139021.2	14	58370022	58395641
TOMM20L	14	58395927	58408702
AL139021.1	14	58398556	58427125
TIMM9	14	58408494	58427531
KIAA0586	14	58427384	58551297
DACT1	14	58633966	58648321
LINC01500	14	58646630	59184247
DAAM1	14	59188645	59371405
GPR135	14	59429021	59465342
L3HYPDH	14	59460362	59484408
JKAMP	14	59484442	59505410
CCDC175	14	59504538	59576812
RTN1	14	59595975	59870776
AL133299.1	14	59919422	59920339
LRRC9	14	59919712	60063559
AL157911.1	14	59969115	60091783
PCNX4	14	60091910	60169133
DHRS7	14	60144118	60169856
AL157756.1	14	60240120	60248765
PPM1A	14	60245751	60299087
LINC02322	14	60323235	60323907
C14orf39	14	60396468	60515543
SIX6	14	60509145	60512850
AL049874.3	14	60515118	60554916
SALRNA1	14	60639215	60642589
SIX1	14	60643420	60658259
SIX4	14	60709538	60724351
MNAT1	14	60734741	60969965
TRMT5	14	60971440	60981170
SLC38A6	14	60981113	61083733
PRKCH	14	61187558	61550976
TMEM30B	14	61277369	61281761
AL359220.1	14	61294908	61322838
AL355916.2	14	61535384	61545484
LINC01303	14	61556272	61570653
AL355916.1	14	61570404	61658696
HIF1A-AS1	14	61681040	61695823
HIF1A	14	61695512	61748259
HIF1A-AS3	14	61707563	61751099
SNAPC1	14	61762419	61796428
SYT16	14	61811973	62112550
AL390816.1	14	62069517	62081154
AL390816.2	14	62103121	62117175
LINC00644	14	62134148	62139973
KCNH5	14	62699463	63102037
AL137191.1	14	63122887	63178190
RHOJ	14	63204113	63293508
AL049871.1	14	63298125	63299547
GPHB5	14	63312834	63318935
PPP2R5E	14	63371363	63543377
AL136038.3	14	63543568	63544664
WDR89	14	63597038	63641861
AL136038.2	14	63598873	63599248
AL136038.5	14	63642034	63665593
SGPP1	14	63684215	63728065
SYNE2	14	63852982	64226433
ESR2	14	64084231	64338112
AL161756.1	14	64329430	64338639
AL161756.3	14	64349676	64352284
MTHFD1	14	64388030	64463457
AL122035.1	14	64422934	64448557
AL122035.2	14	64440368	64442238
ZBTB25	14	64449105	64505213
AKAP5	14	64465498	64474503
ZBTB1	14	64503711	64533690
AL049869.3	14	64513951	64540368
HSPA2	14	64535904	64546173
PPP1R36	14	64549919	64589381
AL049869.2	14	64552693	64596536
PLEKHG3	14	64704101	64750249
SPTB	14	64746282	64879907
CHURC1	14	64914360	64944591
GPX2	14	64939151	64942905
RAB15	14	64945813	64973226
FNTB	14	64986894	65062652
AL139022.2	14	65003324	65003767
MAX	14	65006173	65102695
AL139022.1	14	65082033	65094212
LINC02324	14	65197253	65222443
AL355076.2	14	65236479	65318790
FUT8	14	65410591	65744121
FUT8-AS1	14	65411169	65412690
AL391261.2	14	65957296	66004523
AL391261.4	14	65986966	65987447
LINC02290	14	66111556	66131716
AL359232.1	14	66212809	66509394
AL157997.1	14	66248810	66278875
CCDC196	14	66411703	66498677
GPHN	14	66507406	67181803
AL049835.1	14	66969037	66969816
FAM71D	14	67189392	67228550
MPP5	14	67241341	67336061
AL135978.2	14	67283748	67294073
ATP6V1D	14	67294370	67360265
EIF2S1	14	67360327	67386516
PLEK2	14	67386983	67412167
TMEM229B	14	67447083	67533739
PLEKHH1	14	67533289	67589612
PIGH	14	67581954	67600286
ARG2	14	67619919	67651708
AL049779.4	14	67627298	67639675
VTI1B	14	67647084	67674820
RDH11	14	67676799	67695793
RDH12	14	67701885	67734451
ZFYVE26	14	67727373	67816590
RAD51B	14	67819778	68730218
AL133370.1	14	68125003	68130196
AL121820.3	14	68605395	68611732
AL121820.2	14	68627165	68628445
AL121820.1	14	68683410	68685565
AL133313.1	14	68693655	68695734
AL132986.1	14	68731233	68736678
ZFP36L1	14	68787659	68796253
ACTN1	14	68874142	68979440
ACTN1-AS1	14	68979681	68987463
DCAF5	14	69050880	69153150
AL391262.1	14	69154310	69154804
AL359317.2	14	69183016	69214092
EXD2	14	69191510	69244020
AL359317.1	14	69239165	69260567
GALNT16	14	69259276	69357033
ERH	14	69380127	69398299
SLC39A9	14	69398014	69462390
AL157996.2	14	69479056	69483714
PLEKHD1	14	69484691	69531551
